cv_etendu_normalise,metier
"Exemple de contribution spécifique au métier : Data analyst. Utilisation d'Excel avancé (formules, tableaux croisés dynamiques). Solides compétences en SQL pour interroger des bases relationnelles. Capacité à travailler en équipe dans des environnements agiles. Expérience dans la rédaction de documentation technique. Analyse exploratoire avec Python et Tableau. Préparation de jeux de données pour le machine learning. Exemple de contribution spécifique au métier : Data analyst. Création de dashboards interactifs. Participation active à des projets open source. Expérience dans le support technique aux utilisateurs. Exemple de contribution spécifique au métier : Data analyst.",Data analyst
"Création de dashboards interactifs sous Power BI et Tableau. Exemple de contribution spécifique au métier : Data analyst. Formation interne des collaborateurs sur Excel et Power BI. Expérience dans la rédaction de documentation technique. Connaissance des outils BI comme Power BI, Tableau, Metabase. Participation active à des projets open source. Contribution à la migration de rapports vers le cloud. Contribution à la migration de rapports vers le cloud. Prévision de ventes à l’aide de modèles statistiques. Solides compétences en SQL pour interroger des bases relationnelles. Exemple de contribution spécifique au métier : Data analyst. Connaissance approfondie des bases de données relationnelles.",Data analyst
"Visualisation de KPIs pour la prise de décision. Préparation de jeux de données pour le machine learning. Segmentation client basée sur les comportements d’achat. Mise en place de processus d'intégration continue. Utilisation d'Excel avancé (formules, tableaux croisés dynamiques). Solide compréhension de la sécurité informatique. Exemple de contribution spécifique au métier : Data analyst. Connaissance approfondie des bases de données relationnelles. Formation interne des collaborateurs sur Excel et Power BI. Formation interne des collaborateurs sur Excel et Power BI. Participation à des audits de performance des systèmes. Exemple de contribution spécifique au métier : Data analyst.",Data analyst
"Création de dashboards interactifs. Exemple de contribution spécifique au métier : Data analyst. Analyse exploratoire avec Python et Tableau. Utilisation d'Excel avancé (formules, tableaux croisés dynamiques). Maîtrise des systèmes d’exploitation Linux et Windows. Licence professionnelle en analyse de données. Bonne communication écrite et orale en français et en anglais. Nettoyage et transformation de données massives avec Python. Capacité d’adaptation dans des contextes multiculturels. Formation continue sur les technologies émergentes. Compétence en gestion de projets informatiques. Mise en place de procédures d'automatisation de reporting.",Data analyst
"Développement d’un tableau de bord KPI pour la direction. Bonne communication écrite et orale en français et en anglais. Maîtrise des systèmes d’exploitation Linux et Windows. Participation à des audits de performance des systèmes. Visualisation de KPIs pour la prise de décision. Rédaction de rapports de synthèse pour les managers. Solide compréhension de la sécurité informatique. Mise en place de processus d'intégration continue. Capacité à travailler en équipe dans des environnements agiles. Création de dashboards interactifs. Utilisation d'Excel avancé (formules, tableaux croisés dynamiques). Analyse exploratoire avec Python et Tableau.",Data analyst
Collaboration avec les équipes marketing pour optimiser les campagnes. Participation active à des projets open source. Création de dashboards interactifs. Exemple de contribution spécifique au métier : Data analyst. Contribution à la migration de rapports vers le cloud. Visualisation de la performance RH sur plusieurs sites. Nettoyage et transformation de données massives avec Python. Maîtrise des outils de virtualisation et de conteneurisation. Exemple de contribution spécifique au métier : Data analyst. Rédaction de rapports de synthèse pour les managers. Participation à des compétitions Kaggle. Analyse exploratoire avec Python et Tableau.,Data analyst
"Préparation de jeux de données pour le machine learning. Nettoyage et transformation de données hétérogènes. Expérience dans le support technique aux utilisateurs. Contribution à la migration de rapports vers le cloud. Compétences en storytelling de données et communication visuelle. Analyse des performances commerciales à l'aide de SQL et Excel. Exemple de contribution spécifique au métier : Data analyst. Rédaction de rapports de synthèse pour les managers. Rédaction de rapports de synthèse pour les managers. Analyse de churn client pour une plateforme e-commerce. Maîtrise de Python (pandas, matplotlib, seaborn) et R. Participation active à des projets open source.",Data analyst
"Analyse exploratoire avec Python et Tableau. Création de dashboards interactifs sous Power BI et Tableau. Formation continue sur les technologies émergentes. Maîtrise des systèmes d’exploitation Linux et Windows. Maîtrise de Python (pandas, matplotlib, seaborn) et R. Développement d’un tableau de bord KPI pour la direction. Formation interne des collaborateurs sur Excel et Power BI. Expérience dans la rédaction de documentation technique. Solides compétences en SQL pour interroger des bases relationnelles. Exemple de contribution spécifique au métier : Data analyst. Contribution à la migration de rapports vers le cloud. Nettoyage et transformation de données hétérogènes.",Data analyst
"Nettoyage et transformation de données hétérogènes. Capacité d’adaptation dans des contextes multiculturels. Capacité à travailler en équipe dans des environnements agiles. Maîtrise de Python (pandas, matplotlib, seaborn) et R. Participation à des audits de performance des systèmes. Création de dashboards interactifs sous Power BI et Tableau. Maîtrise des outils de virtualisation et de conteneurisation. Exemple de contribution spécifique au métier : Data analyst. Prévision de ventes à l’aide de modèles statistiques. Bootcamp en data science et visualisation. Exemple de contribution spécifique au métier : Data analyst. Analyse exploratoire avec Python et Tableau.",Data analyst
Exemple de contribution spécifique au métier : Data scientist. Expérience dans la rédaction de documentation technique. Déploiement de modèles de classification sur des serveurs cloud. Exemple de contribution spécifique au métier : Data scientist. Capacité d’adaptation dans des contextes multiculturels. Expérience dans le support technique aux utilisateurs. Connaissances en traitement automatique du langage naturel (NLP). Implémentation de pipelines ML dans un environnement CI/CD. Développement d’un assistant conversationnel pour un service client. Rédaction d'articles techniques sur Medium et GitHub. Utilisation de Jupyter Notebook pour documenter les projets. Participation active à des missions open source.,Data scientist
